area,year,measurement,units,value,region_of_residence,breakdown_of_domestic_tourism
Aberdeen City,2017-2019,Count,Thousand Visits,317,Scotland,Visits
Aberdeen City,2012-2014,Count,million pounds (GBP),83,England,Expenditure
Aberdeen City,2011-2013,Count,million pounds (GBP),87,England,Expenditure
Aberdeen City,2012-2014,Count,million pounds (GBP),148,All of GB,Expenditure
Aberdeen City,2013-2015,Count,Thousand Visits,328,Scotland,Visits
Aberdeen City,2016-2018,Count,Thousand Nights,924,England,Nights
Aberdeen City,2013-2015,Count,Thousand Visits,661,All of GB,Visits
Aberdeen City,2017-2019,Count,Thousand Visits,543,All of GB,Visits
Aberdeen City,2015-2017,Count,Thousand Visits,270,England,Visits
Aberdeen City,2013-2015,Count,million pounds (GBP),102,England,Expenditure
Aberdeen City,2009-2011,Count,million pounds (GBP),164,All of GB,Expenditure
Aberdeen City,2016-2018,Count,million pounds (GBP),64,England,Expenditure
Aberdeen City,2009-2011,Count,million pounds (GBP),64,Scotland,Expenditure
Aberdeen City,2010-2012,Count,Thousand Visits,443,Scotland,Visits
Aberdeen City,2016-2018,Count,million pounds (GBP),58,Scotland,Expenditure
Aberdeen City,2011-2013,Count,Thousand Visits,781,All of GB,Visits
Aberdeen City,2010-2012,Count,million pounds (GBP),70,Scotland,Expenditure
Aberdeen City,2014-2016,Count,Thousand Nights,850,Scotland,Nights
Aberdeen City,2009-2011,Count,Thousand Nights,1066,England,Nights
Aberdeen City,2013-2015,Count,Thousand Nights,1847,All of GB,Nights
Aberdeen City,2017-2019,Count,Thousand Nights,683,Scotland,Nights
Aberdeen City,2014-2016,Count,Thousand Nights,996,England,Nights
Aberdeen City,2012-2014,Count,Thousand Nights,911,England,Nights
Aberdeen City,2012-2014,Count,Thousand Nights,1779,All of GB,Nights
Aberdeen City,2017-2019,Count,million pounds (GBP),54,Scotland,Expenditure
Aberdeen City,2011-2013,Count,Thousand Nights,924,Scotland,Nights
Aberdeen City,2010-2012,Count,Thousand Nights,887,England,Nights
Aberdeen City,2015-2017,Count,Thousand Nights,725,Scotland,Nights
Aberdeen City,2014-2016,Count,Thousand Nights,1952,All of GB,Nights
Aberdeen City,2016-2018,Count,Thousand Nights,1677,All of GB,Nights
Aberdeen City,2009-2011,Count,Thousand Nights,942,Scotland,Nights
Aberdeen City,2013-2015,Count,Thousand Nights,723,Scotland,Nights
Aberdeen City,2009-2011,Count,Thousand Nights,2157,All of GB,Nights
Aberdeen City,2015-2017,Count,million pounds (GBP),63,Scotland,Expenditure
Aberdeen City,2017-2019,Count,million pounds (GBP),56,England,Expenditure
Aberdeen City,2013-2015,Count,Thousand Visits,325,England,Visits
Aberdeen City,2015-2017,Count,Thousand Nights,911,England,Nights
Aberdeen City,2017-2019,Count,Thousand Nights,1546,All of GB,Nights
Aberdeen City,2010-2012,Count,Thousand Nights,997,Scotland,Nights
Aberdeen City,2010-2012,Count,Thousand Nights,2004,All of GB,Nights
Aberdeen City,2010-2012,Count,Thousand Visits,274,England,Visits
Aberdeen City,2015-2017,Count,Thousand Visits,592,All of GB,Visits
Aberdeen City,2013-2015,Count,Thousand Nights,1077,England,Nights
Aberdeen City,2011-2013,Count,million pounds (GBP),65,Scotland,Expenditure
Aberdeen City,2009-2011,Count,million pounds (GBP),86,England,Expenditure
Aberdeen City,2012-2014,Count,Thousand Visits,313,England,Visits
Aberdeen City,2017-2019,Count,Thousand Nights,844,England,Nights
Aberdeen City,2014-2016,Count,Thousand Visits,332,Scotland,Visits
Aberdeen City,2014-2016,Count,Thousand Visits,639,All of GB,Visits
Aberdeen City,2014-2016,Count,million pounds (GBP),64,Scotland,Expenditure
Aberdeen City,2011-2013,Count,Thousand Nights,1980,All of GB,Nights
Aberdeen City,2012-2014,Count,Thousand Nights,856,Scotland,Nights
Aberdeen City,2016-2018,Count,Thousand Nights,689,Scotland,Nights
Aberdeenshire,2009-2011,Count,million pounds (GBP),44,All of GB,Expenditure
Aberdeenshire,2009-2011,Count,Thousand Nights,598,Scotland,Nights
Aberdeenshire,2009-2011,Count,million pounds (GBP),20,England,Expenditure
Aberdeenshire,2009-2011,Count,million pounds (GBP),23,Scotland,Expenditure
Aberdeenshire,2010-2012,Count,Thousand Nights,693,Scotland,Nights
Aberdeenshire,2009-2011,Count,Thousand Nights,517,England,Nights
Aberdeenshire,2015-2017,Count,million pounds (GBP),25,Scotland,Expenditure
Aberdeenshire,2015-2017,Count,Thousand Visits,91,England,Visits
Aberdeenshire,2010-2012,Count,Thousand Visits,81,England,Visits
Aberdeenshire,2012-2014,Count,Thousand Visits,387,All of GB,Visits
Aberdeenshire,2013-2015,Count,Thousand Nights,547,England,Nights
Aberdeenshire,2015-2017,Count,Thousand Visits,241,All of GB,Visits
Aberdeenshire,2012-2014,Count,million pounds (GBP),46,Scotland,Expenditure
Aberdeenshire,2010-2012,Count,million pounds (GBP),18,England,Expenditure
Aberdeenshire,2011-2013,Count,million pounds (GBP),23,England,Expenditure
Aberdeenshire,2014-2016,Count,Thousand Nights,307,England,Nights
Aberdeenshire,2017-2019,Count,Thousand Nights,415,England,Nights
Aberdeenshire,2010-2012,Count,Thousand Nights,1111,All of GB,Nights
Aberdeenshire,2013-2015,Count,Thousand Nights,794,Scotland,Nights
Aberdeenshire,2012-2014,Count,million pounds (GBP),67,All of GB,Expenditure
Aberdeenshire,2009-2011,Count,Thousand Visits,202,Scotland,Visits
Aberdeenshire,2010-2012,Count,Thousand Visits,271,Scotland,Visits
Aberdeenshire,2010-2012,Count,million pounds (GBP),32,Scotland,Expenditure
Aberdeenshire,2009-2011,Count,Thousand Nights,1156,All of GB,Nights
Aberdeenshire,2017-2019,Count,Thousand Nights,1254,All of GB,Nights
Aberdeenshire,2011-2013,Count,Thousand Visits,386,All of GB,Visits
Aberdeenshire,2015-2017,Count,Thousand Nights,433,England,Nights
Aberdeenshire,2016-2018,Count,Thousand Visits,111,England,Visits
Aberdeenshire,2011-2013,Count,Thousand Visits,99,England,Visits
Aberdeenshire,2011-2013,Count,million pounds (GBP),61,All of GB,Expenditure
Aberdeenshire,2017-2019,Count,million pounds (GBP),16,England,Expenditure
Aberdeenshire,2014-2016,Count,million pounds (GBP),55,All of GB,Expenditure
Aberdeenshire,2013-2015,Count,million pounds (GBP),20,England,Expenditure
Aberdeenshire,2017-2019,Count,million pounds (GBP),34,Scotland,Expenditure
Aberdeenshire,2013-2015,Count,Thousand Visits,85,England,Visits
Aberdeenshire,2010-2012,Count,million pounds (GBP),51,All of GB,Expenditure
Aberdeenshire,2012-2014,Count,million pounds (GBP),20,England,Expenditure
Aberdeenshire,2011-2013,Count,million pounds (GBP),37,Scotland,Expenditure
Aberdeenshire,2017-2019,Count,million pounds (GBP),52,All of GB,Expenditure
Aberdeenshire,2016-2018,Count,Thousand Nights,1182,All of GB,Nights
Aberdeenshire,2014-2016,Count,million pounds (GBP),18,England,Expenditure
Aberdeenshire,2016-2018,Count,million pounds (GBP),53,All of GB,Expenditure
Aberdeenshire,2011-2013,Count,Thousand Nights,839,Scotland,Nights
Aberdeenshire,2015-2017,Count,million pounds (GBP),51,All of GB,Expenditure
Aberdeenshire,2011-2013,Count,Thousand Nights,1489,All of GB,Nights
Aberdeenshire,2016-2018,Count,million pounds (GBP),22,England,Expenditure
Aberdeenshire,2016-2018,Count,Thousand Visits,326,All of GB,Visits
Aberdeenshire,2017-2019,Count,Thousand Visits,100,England,Visits
Aberdeenshire,2010-2012,Count,Thousand Nights,393,England,Nights
Aberdeenshire,2014-2016,Count,million pounds (GBP),36,Scotland,Expenditure
Aberdeenshire,2016-2018,Count,Thousand Nights,587,Scotland,Nights
Aberdeenshire,2014-2016,Count,Thousand Visits,272,All of GB,Visits
Aberdeenshire,2016-2018,Count,Thousand Visits,202,Scotland,Visits
Aberdeenshire,2017-2019,Count,Thousand Nights,707,Scotland,Nights
Aberdeenshire,2011-2013,Count,Thousand Nights,624,England,Nights
Aberdeenshire,2014-2016,Count,Thousand Visits,63,England,Visits
Aberdeenshire,2014-2016,Count,Thousand Nights,613,Scotland,Nights
Aberdeenshire,2013-2015,Count,Thousand Visits,228,Scotland,Visits
Aberdeenshire,2009-2011,Count,Thousand Visits,106,England,Visits
Aberdeenshire,2012-2014,Count,Thousand Nights,911,Scotland,Nights
Aberdeenshire,2016-2018,Count,million pounds (GBP),29,Scotland,Expenditure
Aberdeenshire,2011-2013,Count,Thousand Visits,285,Scotland,Visits
Aberdeenshire,2015-2017,Count,million pounds (GBP),25,England,Expenditure
Aberdeenshire,2014-2016,Count,Thousand Visits,203,Scotland,Visits
Aberdeenshire,2009-2011,Count,Thousand Visits,314,All of GB,Visits
Aberdeenshire,2016-2018,Count,Thousand Nights,450,England,Nights
Aberdeenshire,2013-2015,Count,Thousand Nights,1346,All of GB,Nights
Aberdeenshire,2013-2015,Count,million pounds (GBP),37,Scotland,Expenditure
Aberdeenshire,2013-2015,Count,Thousand Visits,316,All of GB,Visits
Aberdeenshire,2015-2017,Count,Thousand Nights,472,Scotland,Nights
Aberdeenshire,2012-2014,Count,Thousand Visits,82,England,Visits
Aberdeenshire,2012-2014,Count,Thousand Nights,1465,All of GB,Nights
Aberdeenshire,2017-2019,Count,Thousand Visits,364,All of GB,Visits
Aberdeenshire,2014-2016,Count,Thousand Nights,938,All of GB,Nights
Aberdeenshire,2012-2014,Count,Thousand Visits,303,Scotland,Visits
Aberdeenshire,2017-2019,Count,Thousand Visits,253,Scotland,Visits
Aberdeenshire,2015-2017,Count,Thousand Nights,925,All of GB,Nights
Aberdeenshire,2012-2014,Count,Thousand Nights,548,England,Nights
Aberdeenshire,2013-2015,Count,million pounds (GBP),58,All of GB,Expenditure
Aberdeenshire,2010-2012,Count,Thousand Visits,355,All of GB,Visits
Aberdeenshire,2015-2017,Count,Thousand Visits,145,Scotland,Visits
Argyll and Bute,2016-2018,Count,Thousand Visits,324,England,Visits
Argyll and Bute,2013-2015,Count,Thousand Nights,1726,England,Nights
Argyll and Bute,2017-2019,Count,million pounds (GBP),88,Scotland,Expenditure
Argyll and Bute,2017-2019,Count,Thousand Nights,1770,England,Nights
Argyll and Bute,2012-2014,Count,Thousand Nights,1601,England,Nights
Argyll and Bute,2017-2019,Count,million pounds (GBP),199,All of GB,Expenditure
Argyll and Bute,2009-2011,Count,Thousand Visits,860,All of GB,Visits
Argyll and Bute,2014-2016,Count,Thousand Visits,334,England,Visits
Argyll and Bute,2012-2014,Count,Thousand Nights,3317,All of GB,Nights
Argyll and Bute,2010-2012,Count,million pounds (GBP),92,Scotland,Expenditure
Argyll and Bute,2014-2016,Count,Thousand Nights,1596,England,Nights
Argyll and Bute,2016-2018,Count,Thousand Nights,2824,All of GB,Nights
Argyll and Bute,2017-2019,Count,Thousand Visits,491,Scotland,Visits
Argyll and Bute,2012-2014,Count,Thousand Nights,1635,Scotland,Nights
Argyll and Bute,2014-2016,Count,Thousand Visits,834,All of GB,Visits
Argyll and Bute,2016-2018,Count,Thousand Visits,731,All of GB,Visits
Argyll and Bute,2014-2016,Count,million pounds (GBP),211,All of GB,Expenditure
Argyll and Bute,2014-2016,Count,Thousand Nights,1493,Scotland,Nights
Argyll and Bute,2017-2019,Count,Thousand Visits,846,All of GB,Visits
Argyll and Bute,2016-2018,Count,million pounds (GBP),167,All of GB,Expenditure
Argyll and Bute,2015-2017,Count,million pounds (GBP),117,England,Expenditure
Argyll and Bute,2012-2014,Count,million pounds (GBP),92,Scotland,Expenditure
Argyll and Bute,2010-2012,Count,million pounds (GBP),178,All of GB,Expenditure
Argyll and Bute,2012-2014,Count,million pounds (GBP),193,All of GB,Expenditure
Argyll and Bute,2014-2016,Count,Thousand Nights,3181,All of GB,Nights
Argyll and Bute,2010-2012,Count,Thousand Visits,509,Scotland,Visits
Argyll and Bute,2013-2015,Count,Thousand Nights,1813,Scotland,Nights
Argyll and Bute,2013-2015,Count,million pounds (GBP),113,England,Expenditure
Argyll and Bute,2015-2017,Count,million pounds (GBP),208,All of GB,Expenditure
Argyll and Bute,2009-2011,Count,million pounds (GBP),186,All of GB,Expenditure
Argyll and Bute,2013-2015,Count,Thousand Nights,3631,All of GB,Nights
Argyll and Bute,2011-2013,Count,million pounds (GBP),89,Scotland,Expenditure
Argyll and Bute,2013-2015,Count,million pounds (GBP),224,All of GB,Expenditure
Argyll and Bute,2015-2017,Count,million pounds (GBP),90,Scotland,Expenditure
Argyll and Bute,2013-2015,Count,Thousand Visits,891,All of GB,Visits
Argyll and Bute,2016-2018,Count,million pounds (GBP),97,England,Expenditure
Argyll and Bute,2014-2016,Count,Thousand Visits,473,Scotland,Visits
Argyll and Bute,2009-2011,Count,million pounds (GBP),92,England,Expenditure
Argyll and Bute,2012-2014,Count,Thousand Visits,821,All of GB,Visits
Argyll and Bute,2015-2017,Count,Thousand Visits,365,England,Visits
Argyll and Bute,2010-2012,Count,Thousand Visits,831,All of GB,Visits
Argyll and Bute,2010-2012,Count,Thousand Nights,1419,England,Nights
Argyll and Bute,2016-2018,Count,million pounds (GBP),68,Scotland,Expenditure
Argyll and Bute,2016-2018,Count,Thousand Visits,402,Scotland,Visits
Argyll and Bute,2017-2019,Count,Thousand Nights,1626,Scotland,Nights
Argyll and Bute,2011-2013,Count,million pounds (GBP),84,England,Expenditure
Argyll and Bute,2009-2011,Count,Thousand Nights,1851,Scotland,Nights
Argyll and Bute,2011-2013,Count,Thousand Visits,331,England,Visits
Argyll and Bute,2011-2013,Count,million pounds (GBP),178,All of GB,Expenditure
Argyll and Bute,2015-2017,Count,Thousand Visits,814,All of GB,Visits
Argyll and Bute,2009-2011,Count,Thousand Nights,3573,All of GB,Nights
Argyll and Bute,2010-2012,Count,Thousand Visits,307,England,Visits
Argyll and Bute,2015-2017,Count,Thousand Nights,1417,Scotland,Nights
Argyll and Bute,2017-2019,Count,Thousand Nights,3411,All of GB,Nights
Argyll and Bute,2011-2013,Count,Thousand Nights,3456,All of GB,Nights
Argyll and Bute,2012-2014,Count,Thousand Visits,332,England,Visits
Argyll and Bute,2011-2013,Count,Thousand Nights,1713,Scotland,Nights
Argyll and Bute,2017-2019,Count,million pounds (GBP),108,England,Expenditure
Argyll and Bute,2009-2011,Count,Thousand Visits,532,Scotland,Visits
Argyll and Bute,2015-2017,Count,Thousand Nights,3133,All of GB,Nights
Argyll and Bute,2015-2017,Count,Thousand Visits,443,Scotland,Visits
Argyll and Bute,2013-2015,Count,Thousand Visits,531,Scotland,Visits
Argyll and Bute,2012-2014,Count,Thousand Visits,464,Scotland,Visits
Argyll and Bute,2012-2014,Count,million pounds (GBP),95,England,Expenditure
Argyll and Bute,2013-2015,Count,million pounds (GBP),107,Scotland,Expenditure
Argyll and Bute,2014-2016,Count,million pounds (GBP),93,Scotland,Expenditure
Argyll and Bute,2009-2011,Count,million pounds (GBP),89,Scotland,Expenditure
Argyll and Bute,2011-2013,Count,Thousand Visits,451,Scotland,Visits
Argyll and Bute,2011-2013,Count,Thousand Nights,1686,England,Nights
Argyll and Bute,2016-2018,Count,Thousand Nights,1503,England,Nights
Argyll and Bute,2016-2018,Count,Thousand Nights,1312,Scotland,Nights
Argyll and Bute,2014-2016,Count,million pounds (GBP),114,England,Expenditure
Argyll and Bute,2009-2011,Count,Thousand Nights,1651,England,Nights
Argyll and Bute,2010-2012,Count,Thousand Nights,3341,All of GB,Nights
Argyll and Bute,2013-2015,Count,Thousand Visits,333,England,Visits
Argyll and Bute,2010-2012,Count,million pounds (GBP),80,England,Expenditure
Argyll and Bute,2017-2019,Count,Thousand Visits,348,England,Visits
Argyll and Bute,2011-2013,Count,Thousand Visits,795,All of GB,Visits
Argyll and Bute,2015-2017,Count,Thousand Nights,1677,England,Nights
Argyll and Bute,2009-2011,Count,Thousand Visits,315,England,Visits
Argyll and Bute,2010-2012,Count,Thousand Nights,1832,Scotland,Nights
City of Edinburgh,2016-2018,Count,Thousand Nights,6239,All of GB,Nights
City of Edinburgh,2016-2018,Count,Thousand Visits,1678,England,Visits
City of Edinburgh,2013-2015,Count,million pounds (GBP),140,Scotland,Expenditure
City of Edinburgh,2009-2011,Count,Thousand Visits,634,Scotland,Visits
City of Edinburgh,2009-2011,Count,million pounds (GBP),496,All of GB,Expenditure
City of Edinburgh,2015-2017,Count,million pounds (GBP),752,All of GB,Expenditure
City of Edinburgh,2017-2019,Count,Thousand Nights,6671,All of GB,Nights
City of Edinburgh,2011-2013,Count,Thousand Visits,2323,All of GB,Visits
City of Edinburgh,2012-2014,Count,million pounds (GBP),595,All of GB,Expenditure
City of Edinburgh,2016-2018,Count,Thousand Visits,683,Scotland,Visits
City of Edinburgh,2017-2019,Count,million pounds (GBP),160,Scotland,Expenditure
City of Edinburgh,2015-2017,Count,Thousand Visits,1741,England,Visits
City of Edinburgh,2009-2011,Count,Thousand Nights,5246,All of GB,Nights
City of Edinburgh,2010-2012,Count,Thousand Visits,1500,England,Visits
City of Edinburgh,2014-2016,Count,million pounds (GBP),647,All of GB,Expenditure
City of Edinburgh,2015-2017,Count,Thousand Visits,649,Scotland,Visits
City of Edinburgh,2016-2018,Count,million pounds (GBP),568,England,Expenditure
City of Edinburgh,2014-2016,Count,million pounds (GBP),498,England,Expenditure
City of Edinburgh,2011-2013,Count,Thousand Visits,731,Scotland,Visits
City of Edinburgh,2010-2012,Count,Thousand Visits,666,Scotland,Visits
City of Edinburgh,2017-2019,Count,Thousand Visits,1701,England,Visits
City of Edinburgh,2009-2011,Count,Thousand Visits,1409,England,Visits
City of Edinburgh,2011-2013,Count,Thousand Visits,1528,England,Visits
City of Edinburgh,2010-2012,Count,million pounds (GBP),571,All of GB,Expenditure
City of Edinburgh,2016-2018,Count,Thousand Nights,1239,Scotland,Nights
City of Edinburgh,2016-2018,Count,Thousand Visits,2449,All of GB,Visits
City of Edinburgh,2012-2014,Count,Thousand Visits,1497,England,Visits
City of Edinburgh,2014-2016,Count,million pounds (GBP),140,Scotland,Expenditure
City of Edinburgh,2012-2014,Count,Thousand Nights,1265,Scotland,Nights
City of Edinburgh,2009-2011,Count,million pounds (GBP),97,Scotland,Expenditure
City of Edinburgh,2011-2013,Count,Thousand Nights,5798,All of GB,Nights
City of Edinburgh,2015-2017,Count,Thousand Visits,2435,All of GB,Visits
City of Edinburgh,2014-2016,Count,Thousand Nights,5793,All of GB,Nights
City of Edinburgh,2017-2019,Count,Thousand Visits,803,Scotland,Visits
City of Edinburgh,2009-2011,Count,Thousand Nights,3799,England,Nights
City of Edinburgh,2010-2012,Count,Thousand Nights,4015,England,Nights
